run_id,timestamp,dataset,rmse,psnr_db,sam_deg,compression_ratio,comp_time_s,decomp_time_s,targetCR,K
250001,2026-03-06 12:05:56,IndianPines,5.365507e+02,2.969565e+01,9.089099e+00,5.137472e+00,1.8361,28.3715,5,50
